Tweet,Sentimen (Mira),Sentimen (Zaeghaza),Sentimen (Fariz),Sentimen Akhir
"AI juga bisa membantu jurnalis mengumpulan data, penyaringan informasi, dan analisis cepat. AI juga memprediksi tren berita dan perilaku pengguna, mendukung pengembangan konten yang relevan. Ini menjadi tren penting dalam pers Indonesia dalam menghadapi era teknologi digital",1,1,1,1
"Untungnya, di era teknologi canggih seperti sekarang, ada solusi yang bisa membantu kita mengatasi masalah ini dengan cepat dan akurat. ðŸŒŸ Dengan bantuan teknologi AI yang canggih, Anda dapat mempersingkat waktu dalam melakukan parafrase dan tetap mendapatkan hasil yang akurat.â€¦",1,1,1,1
"8. Mempelajari AI juga membantu kita memahami bagaimana teknologi bekerja. Dengan mempelajari AI, kita dapat memahami prinsip-prinsip dasar teknologi yang digunakan dalam kehidupan sehari-hari. #kamis #AIman",1,1,1,1
"1. AI dapat membantu kita meningkatkan efisiensi pekerjaan sehari-hari. Dengan mempelajari AI, kita dapat mengotomatisasi tugas-tugas rutin dan fokus pada hal-hal yang lebih penting. #kamis #AIman",1,1,1,1
Sampe sekarang aku msh denial dan takut sama teknologi AI serem abis ðŸ˜ž,-1,-1,-1,-1
"Bahaya, Teknologi AI Bisa Digunakan Untuk Menipu #AI #Teknologi #Penipuan https://t.co/WlfRkxt7kC https://t.co/aJ7saRdl2F",-1,-1,-1,-1
"@zqhr Padahal pake layar hijau kan bisa, teknologi AI jg sdh canggih.",1,1,1,1
"Mulai agak takut sama teknologi AI kenapa ya, lama-lama dipikir serem juga. AI lebih pinter dari kita tapi mereka ga punya kecerdasan emosional sama empati, sama aja kaya bikin psikopat ga sih ðŸ˜­",-1,-1,-1,-1
@tanyakanrl skrg lagi marak teknologi ai serem kalo fotoku diambil orang terus diedit yang ngga-ngga pake ai.,-1,-1,-1,-1
"Dampak dari perkembangan AI : Menurut saya, dampak yang diberikan dari perkembangan AI adalah dampak negatif. AI bisa mengambil alih pekerjaan manusia dengan begitu saja dalam beberapa sektor.",-1,-1,-1,-1
"Bahkan Kecerdasan Buatan (AI) akan diterapkan dalam berbagai sektor, termasuk otomasi industri, analisis data, dan pelayanan pelanggan. Ini akan meningkatkan efisiensi dan produktivitas.",1,1,1,1
@maisugrziu Kayanya iyaaa dehhhâ€¦sumpah tapi serem banget AI jaman sekarang ðŸ˜­ teknologi makin serem,-1,-1,-1,-1
@jagoketik @worksfess Kalau alurnya seperti ini sih tetap layak menjadi content writer. Benar kata Sender kalau AI diciptakan untuk mempermudah pekerjaan manusia. Tapi manusia harus tahu apa yang diharapkan dan memastikan hasil AI sesuai dengan standar kita.,1,1,1,1
"@angewwie Wow, catokan pake AI dong, emang perkembangan teknologi makin canggih aja",1,1,1,1
"Imagine Indonesia menunjukkan kesiapannya menjalankan efisiensi birokrasi via penerapan AI dengan membayar rendah gaji civil servant-nya dan sekarang menerapkan sistem kontrak 5 tahun, berbeda dgn negara lain yg dgn AI baru mulai berhemat, Indonesia berhemat lebih dahulu ...""""",1,1,1,1
@collegemenfess memanfaatkan teknologi gada salahnya kan. lagi pula AI membantu bgt buat ngetrigger ide kalo sewaktu2 lagi buntu. pas udh dapet ide baru nyari sumber valid di jurnal. as simple as that :),1,1,1,1
"@collegemenfess gapapa menurutku, karena teknologi memang fungsinya buat membantu bukan mengganti kdang pke AI gitu buat mempermudah dan dpet gambaran dari jawabannya doang",1,1,1,1
"@collegemenfess Kalo ada teknologi dan bisa dimanfaatkan kenapa tidak? Tapi konteksnya bukan nyuruh chatgpt atau ai buat ngerjain tugas kuliah dari awal sampai akhir dan cuma terima beres ya, lebih ke membantu aja pake itu tuh",1,1,1,1
"@collegemenfess Lu ga bisa nolak teknologi ai, dicoba bagi gw pribadi itu membantu nyari informasi",1,1,1,1
"@collegemenfess jaman skrg mah AI malah penting bgt buat dipakai. bukan buat nyontek yah, tapi buat mempermudah dalam memahami dan memparafrase tulisan, palagi buat yg skripsianðŸ˜”ðŸ¤šðŸ». jadi ya bijak2nya kita dalam memanfaatkannya aja sihðŸ˜‚",1,1,1,1
Ancaman Teknologi #Deepfake Sebagai Alat HOAX Canggih https://t.co/z83ptpMygB #AI,-1,-1,-1,-1
"Penggunaan AI dalam melayani pelanggan dapat meningkatkan efisiensi operasional, mengurangi biaya, dan meningkatkan kepuasan pelanggan.",1,1,1,1
"Selain itu, memahami trend terkini dalam teknologi seperti kecerdasan buatan (AI), pembelajaran mesin, pengkomputeran awan dan rantaian blok juga penting.",1,1,1,1
"Maka kita juga harus menggunakan peralatan yg canggih dalam pemprosesan produk tersebut, mungkin juga dengan menggunakan teknologi AI.",1,1,1,1
"@sosmedkeras sayangnya semakin tinggi teknologi semakin membuat manusia jadi malas, ga heran sih jika ada yg bilang kalo AI bisa menjadi sebuah ancaman,",-1,-1,-1,-1
Dampak negatif AI ke artist2 yg artnya buagus polll sampe dikira bohonganðŸ¥²ðŸ¥²,-1,-1,-1,-1
"Semakin berkembangnya teknologi, terutama dengan muculnya teknologi kecerdasan buatan atau Artificial Intelligence (AI), ini sangat membantu manusia dalam melakukan banyakâ€¦ https://t.co/6ET6ChRO6o",1,1,1,1
Personaliasi Teknologi AI dalam industri hotel dapat membantu meningkatkan personalisasi dengan tamu. Personalisasi yang dimaksud adalah pengalaman komunikasi yang dapat memperkuat hubungan dan kepercayaan tamu.,1,1,1,1
"Revenue Management Sistem manajemen yang didukung dengan AI, dapat membantu menentukan tarif kamar terbaik berdasarkan kondisi ekonomi saat ini. Selain itu, arus kas pendapatan dan pengeluaran dapat dipantau dengan teknologi AI.",1,1,1,1
"AI telah membuka pintu menuju masa depan pendidikan yang lebih cerdas. Dengan teknologi ini, kita dapat menciptakan kurikulum yang lebih adaptif dan personal, membantu setiap siswa mencapai potensinya. #AI #PendidikanCerdas",1,1,1,1
"@ueri28223 @tanyakanrl Skrg kalo nyari kerja, kudu mikirnya ini kerjaan yg bisa atau nggak bisa diganti peran sama AI nggak ya?"" Teknologi serem juga ya ðŸ¥²""",-1,-1,-1,-1
"salah satu hal knapa AI tuh booming banget sekarang, karena salah satunya open source project. Udah banyak opsi lib dan framework yg mempermudah proses develop AI.",1,1,1,1
"@alesvore Nah, banyak orang freak soalnya, show off mungkin pengen aja, atau emang suka menunjukan gak berarti punya maksud apa apa. Cuma suka aja gitu, cuma zaman sekarang emang ngeri sih, apalagi udah ada teknologi AI kan makin bahaya.",-1,-1,-1,-1
Teknologi AI emang canggih-canggih yaa guys! Jadi makin rapi kan tampilannya! Semoga informasinya membantu ðŸ¥° #transmediasosial #AI #RunwayML #videoediting,1,1,1,1
"Never post foto selfie, takut dipakein teknologi AI lalu jd hal hal yg tidak diinginkan",-1,-1,-1,-1
"AI memang bisa berbahaya bagi umat manusia jika tidak bisa dikontrol,apa lagi jika disematkan di teknologi rudal dan bom nuklir,robot,dan drone canggih",-1,-1,-1,-1
"Dengan adanya revolusi era society 5.0 memungkinkan umat manusia menggunakan ilmu pengetahuan berbasis teknologi modern seperti AI dan robot untuk memenuhi kebutuhan dan mempermudah kehidupan manusia,",1,1,1,1
Kami akan terus mengembangkan pendidikan di indonesia dengan menggunakan teknologi2 canggih dan juga AI yang akan mempermudah para siswa untuk menempuh pendidikan dan menjadi generasi penerus bangsa yang apik.,1,1,1,1
"cara mengalahkan musuhmu adalah memanfaatkan kelebihannya, teknologi AI juga dapat membantu kita dalam melakukan pekerjaan menjadi lebih mudah. Oleh itu, penting untuk mempelajari bagaimana cara menggunakan teknologi AI dengan benar dan efektif untuk meningkatkan produktivitas",1,1,1,1
seperti munculnya AI yang sangat membantu mahasiswa / pekerja untuk melakukan pekerjaannya sehari-hari.,1,1,1,1
"Karna di teknologi dapat mempermudah Mahasiswa menemukan hal-hal baru yang membuka wawasan, apalagi saat ini udah ada yang namanya AI yang lebih membantu setiap Mahasiswa dalam pendidikan nya.",1,1,1,1
"bekerja sama dengan AI. Namun perkembangan ini memberikan dampak positif dan negatif, dampak positifnya yaitu membantu pekerjaan manusia menjadi lebih mudah, efisien dan meningkatkan kesejahteraan.",1,1,1,1
Ridwan Kamil Ungkap Sisi Gelap Teknologi AI: Hoax Bisa Makin Canggih https://t.co/4MEhsUW8Ny,-1,-1,-1,-1
Anjing serem banget teknologi AI yg bisa bikin foto orang jadi telanjang fak..,-1,-1,-1,-1
"AI mampu meningkatkan kecepatan dan efisiensi, pemrosesan dan analisis data yang lebih baik, serta meningkatkan pengalaman pelanggan https://t.co/sToRGva3Di",1,1,1,1
"@tanyarlfes Ada juga teknologi yg namanya open AI, bisa lebih bahaya lagi nder",-1,-1,-1,-1
"@tvindonesiawkwk Teknologi AI emang keren, harusnya nanti indo+ar bisa membuat film dengan lebih bagus",1,1,1,1
@PartaiSocmed Mengerikan teknologi AI disalahgunakan ...pantas skrng jaman fitnah sudah mulaiðŸ˜¯ðŸ«¨,-1,-1,-1,-1
"@StandWithMe6 @yaniarsim Koq jahat sih, kak. Yg jahat itu teknologi AI, kak. Nanti manusia jadi muales dan otaknya mengkeret terus diambil alih oleh robot deh...ðŸ˜±",-1,-1,-1,-1
Waspada terhadap dampak buruk AI. Itu bukan sekadar aplikasi biasa.... ðŸ˜¥,-1,-1,-1,-1
Ngeri banget tu dampak buruk dari teknologi AI,-1,-1,-1,-1
"@worksfess Ngeri direkam suaranya, terus jd korban pake teknologi AI terus nanti nomer hapenya dijadiin target tau tau terlibat transaksi ga dikenal. Ya Allah se-gak percaya ini gw sama org2 zaman skrg huhu",-1,-1,-1,-1
"ga pernah, apalagi sekarang teknologi AI makin canggih bisa ngebahayain diri sendiri contohnya di edit jadi fake n*de dll kan serem klo dibayangin.",-1,-1,-1,-1
@CNNIndonesia In my opinion... AI bukan untuk meneror. AI untuk mempermudah segala hal bagi mereka yang paham cara menggunakannya.,1,1,1,1
serem juga ya dampak negatif teknologi AI,-1,-1,-1,-1
@tanyakanrl serem. sekarang banyak penipuan vc dari teknologi AI soalnya:(,-1,-1,-1,-1
Teknologi AI jaman skrg ini bahaya bgt buat cewe2,-1,-1,-1,-1
"ati utk smua org khususny perempuan yaa, jaman skrg AI udh ngeri canggihnya, foto yg biasa"" aja bisa jadi foto kalian bugil modal teknologi, stay safe all""",-1,-1,-1,-1
"AI memanfaatkan algoritma dan data untuk mengambil keputusan, memprediksi hasil, dan belajar dari pengalaman, membuka pintu bagi inovasi dan efisiensi dalam berbagai bidang kehidupan.",1,1,1,1
"@cz_binance Waah bahaya nih, ai menunjukkan kemajuan teknologi dan bisa dimanfaatkan jadi sebuah kriminal",-1,-1,-1,-1
"Sosmed jaman sekarangmah bahaya, hati hati jangan suka mosting foto sndiri nanti salah gunakan oleh pihak yang gak bertanggung jawab. Apalagi sekarang ada teknologi AI, privasi lebih penting daripada sensasiðŸ‘ðŸ‘‘",-1,-1,-1,-1
"Padahal, AI membantu efisiensi kerja, lho! Contohnya yaitu transkripsi online, yang mana hasilnya super cepat dan akurat hanya dalam hitungan menit! ðŸ˜± #AI #jasatranskrip #transkripsi https://t.co/MOChXsMVAa",1,1,1,1
"Serius, teknologi AI bakalan terus bahaya kedepannya",-1,-1,-1,-1
"@TaehyungMonyong @NauraSweetaru @adepwardani @errizqidc dipecat kok nyalahin teknologi ðŸ¤£"" Udah keliatan banget dongonya. Teknologi AI yang dimaksud itu yang bener-bener bisa menggantikan masa depan manusia. Elon musk aja sampe bilang AI ini bahaya. Kalo sampe gak ngerti juga dongo bgt sih kamu, mending ngomong ama tembok.""",-1,-1,-1,-1
"Produk teknologi berbasis AI besutan OpenAI ini tentu membantu dalam banyak jenis pekerjaan, tak hanya dalam dunia pendidikan dan umum, tetapi dalam dunia developer pun banyak dibantu. https://t.co/icVTkgFF38",1,1,1,1
keren nihh listrik di istana jadi semakin canggih dan artistik dilengkapi dengan teknologi AI dan yang pasti ramah lingkungan bagus banget #RevitalisasiListrikIstana https://t.co/iPK7JmD36m,1,1,1,1
"Udah mau 2024, orang udah sibuk mikirin cara mengantisipasi dampak buruk tekhnolgi AI, elu msh mikir kek gini...kasihan amat hidup lu met jamet...ðŸ˜‚ðŸ˜‚",-1,-1,-1,-1
@askDika teknologi AI serem bangeeett,-1,-1,-1,-1
"Serem banget ini teknologi AI kalau ga terkontrol. Mau ga mau, kita harus secepatnya adaptasi. Dan segala penyalahgunaanya harusnya bisa kena UU ITE, yg karet itu.",-1,-1,-1,-1
See? Nambah terus dampak negatif AI sialan itu Fck penyepong AI!!,-1,-1,-1,-1
Njir makin serem aja ai. Ternya kemudahan akses teknologi emang ngebuka banyak modus kriminal baru ya.,-1,-1,-1,-1
Dalam konteks jurnalistik teknologi AI dan jurnalis dapat melengkapi satu sama lain. Sejumlah produk AI dapat membantu pekerjaan jurnalis. https://t.co/Z45C2igZTD https://t.co/qlzepBZYF8,1,1,1,1
"Tapi tenang duluâ€¦ Meski begitu, pada dasarnya AI masih jauh dari kecerdasan manusia yang membuatnya. Jadi, daripada cemas berlebihan seperti Ciro, lebih baik kamu memanfaatkan teknologi AI semaksimal mungkin untuk mempermudah pekerjaan dan aktivitasmu sehari-hari.",1,1,1,1
"Suatu hal yg ditakutkan soal teknologi AI makin kesini, makin kejadian, AI sekarang makin canggih, malah makin ngeri aja, dan tetiba tahu aja ada AI yg bisa bikin edit foto orang jadi bugil, makin gila dan ngeri aja https://t.co/ZpYFAca7NT",-1,-1,-1,-1
AI bajingan Teknologi yang disalah gunakan dengan efek yang luar biasa.  Ati ati,-1,-1,-1,-1
"this pertama kali lewat di short gue langsung ngeri, ni teknologi udah sampe bikin semirip ini kalo di salah gunakan bahaya bangetðŸ˜”ðŸ™ (tim ga suka ai dari awal muncul ai cover)",-1,-1,-1,-1
aku abis liat teknologi ai yg dengan mudahnya pake foto kita. aku jadi takut dan langsung privat Instagram dongðŸ˜­,-1,-1,-1,-1
"Ngeri bgttttt, iya sih dampak positif dan negatif selalu berdampingan. Tapi ini dampak negatifnya AI terlalu parah jirrrr",-1,-1,-1,-1
"@convomfs makanya jangan nyebar foto apapun itu tentang tubuh lo, apalagi full body itu bahaya bgt teknologi AI bahaya banget",-1,-1,-1,-1
@convomfs Teknologi AI emg bahaya ðŸ˜…,-1,-1,-1,-1
"Sekarang ini kita udh banyak dimanjain dgn teknologi AI yaah. Ga cuma secara personal tp di industri profesional. Dari sistem rekomendasi konten di sosmed, analisis data yg ngebantu suatu company utk pengambilan keputusan, fitur face detection, chatbot utk layanan pelanggan, dsb",1,1,1,1
"teknologi AI ngeri cuy, gila aja sekarang setiap wajah bisa dilecehkanðŸ¥² baru kepikiran dan ngeh juga kenapa Nabi Muhammad SAW wajahnya nggak boleh dilukis.. hikmahnya kerasanya sekarang.. biar nggak dilecehkan atau dimanipulasi sama AI iniðŸ« â˜ï¸",-1,-1,-1,-1
Hahaha gokil gokil teknologi AI semakin meresahkan ðŸ˜… https://t.co/nMiVvWWPlv,-1,-1,-1,-1
"4 Tahun lalu saya sempat twitkan mengenai bahaya teknologi deep fake yg ternyata sekarang berkembang dengan pesat dgn teknologi AI ,dan bisa saja dimanfaatkan secara tidak bertanggung jawab oleh pihak-pihak jahat dan menurut Ellon musk sendiri mengatakan teknologi skrg bs dibuatâ€¦ https://t.co/jYG798pU8N",-1,-1,-1,-1
teknologi ai tu serem banget ngerinya malah jd boomerang buat manusia2 jaman sekarang ini,-1,-1,-1,-1
"Teknologi AI nih serem banget gak sih, jadi makin gampang buat menyalahgunakan buat halÂ² yg gak baik. Mana hasilnya semirip ini lagi.",-1,-1,-1,-1
"Nah jadikan AI tuh untuk membuat kita semakin produktif, karena salah satu tujuan AI tuh diciptakan adalah untuk mempermudah kehidupan manusia dan memberikan solusi untuk berbagai masalah yang kompleks",1,1,1,1
"Teknologi AI Punya Dampak Buruk, Bisa Lampui Otak Manusia ? https://t.co/g6TtW0WSGt",-1,-1,-1,-1
"Sebagai org yg byk berkutat dengan keamanan di sosmed, anak2 adalah salah satu yg plg rentan terkena dampak negatif sosmed. Child porn, cyber bullying, underage sexual solicitation dan pedofilia itu nyata + AI yang membuat para predator dan bullies dimudahkan melakukan aksinya.",-1,-1,-1,-1
@HiNSYHJTJ @ciayooms @chizikook_ Bener. Apalagi skrg marak teknologi AI yg bisa niruin suara orang sebegitu miripnya. Asli serem sih kalo sampe dimanfaatin ke hal yg salah,-1,-1,-1,-1
@seagulllgirl Itu lh teknologi apalg AI tu rada serem sih intinya hati2 aja,-1,-1,-1,-1
"Dari awal muncul nya ai gua udah berpikir hal buruk yang sama dalam video ini tentang ai , semoga pihak berwenang"" menangani dampak ai lebih lanjut #TikTok https://t.co/aKwmBFRptj""",-1,-1,-1,-1
@7btsupdates Teknologi AI ini emang meresahkan ðŸ¥´ðŸ¥´ðŸ¥µ,-1,-1,-1,-1
"Kemajuan teknologi terus meningkat terutama dengan hadirnya AI. Kini, teknologi AI juga telah masuk dan membantu dalam urusan pengiriman logistik. https://t.co/pGRqJvMvx6",1,1,1,1
Teknologi AI saat ini sering banget digunakan untuk membantu kehidupan manusia sehari-hari (termasuk untuk curhat!).,1,1,1,1
Gila teknologi ai makin lama makin serem ajg,-1,-1,-1,-1
"@ProfsDenver Menurut saya termasuk, karena AI sendiri merupakan program yang dapat meniru cara berpikir dan bertindak seperti manusia, dan robot dibuat dengan program tersebut supaya dapat mempermudah kehidupan manusia. 4044",1,1,1,1
Gila sih AI emang mempermudah banget,1,1,1,1
"@nctzenbase emang AI tu sebenarnya pengaruh gede bgt buat semuanya, itu teknologi serem sih",-1,-1,-1,-1
"sekolah tinggi tinggi, pas kerja yang dipake malah teknologi AIðŸ˜…",-1,-1,-1,-1
Teknologi AI di Lampu Merah Membantu Kedisiplinan Lalu Lintas https://t.co/41AueWKFEH,1,1,1,1
ðŸ˜Š Di dunia yang sudah serba digital ini pastinya teknologi-teknologi yang dibuat juga akan semakin maju. Contohnya seperti teknologi AI yang bisa membantu para data scientist untuk menganalisis data hingga membuat model Machine Learning dari data yang dianalisis. https://t.co/DgoLApEuP2,1,1,1,1
teknologi ai buat suara kok meresahkan bgt ya,-1,-1,-1,-1
"AI jadi serem banget anjir, boleh ga kita mundur dikit dari kemajuan teknologi ini",-1,-1,-1,-1
"Belakangan, teknologi AI sudah banyak dimodifikasi hingga menghasilkan program yang mempermudah pekerjaan manusia.ðŸŒ #BeraniTumbuh #Qwordske18 #QwordsUlangTahun #Qwordsdotcom #Qwords #Hosting #Website #Domain #Server #VPS #DataCenter #ArtificialIntelligence #Developer",1,1,1,1
"Bot gpt aja bahaya orang2 pada adu argument saling fitnah dan mencaci maki, di tambah ini lengkap sudah, 28% populasi dunia di kusai teknologi ai, di Indonesia bayak yg ketipu triliunan gegara teknologi ai ini robot trading",-1,-1,-1,-1
" ðŸ™ŒðŸ» Saat ini sudah banyak teknologi AI yang membantu tugas manusia seperti mengetik, membuat presentasi, membuat rangkuman, dan masih banyak lagi.",1,1,1,1
"Untuk membantu mengurai kemacetan, Dinas Perhubungan DKI Jakarta sudah menggunakan teknologi kecerdasan buatan atau artificial intelligence (AI) di 20 simpang. ðŸ“",1,1,1,1
"Tidak hanya berperan dalam membantu kegiatan sehari-hari, lebih jauh, teknologi AI juga ternyata memiliki potensi besar untuk meningkatkan pertahanan siber.â˜ ï¸ #BeraniTumbuh #Qwordske18 #QwordsUlangTahun #Qwords #Hosting #Website #Domain #CyberSecurity #ArtificialIntelligence",1,1,1,1
Semakin berkembangnya teknologi semakin banyak pula kejahatan digital sebagai dampak negatif dari perkembangan teknologi. Seperti deep fake porn sebuah kejahatan seksual yang memanfaatkan teknologi AI.,-1,-1,-1,-1
"2. Teknologi AI Teknologi ini cukup meresahkan, nih. ðŸ§ Kenapa? Soalnya meski banyak banget ngebantu banyak hal, tapi ati-ati ya, bisa jadi pekerjaan kalian saat ini bakal punah karena adanya AI! ðŸ˜µ",-1,-1,-1,-1
"Setuju sekali. Dengan masifnya perkembangan teknologi AI, pemilu 2024 akan jadi perang hoax yg lebih dahsyat dibanding pemilu sebelumnya. Perlu edukasi kepada masyarakat agar tidak reaktif di medsos dan penegakan hukum tegas kepada buzzer2 tukang fitnah.",-1,-1,-1,-1
"Sebelum mengakhiri sesi, Pak Andika berpesan untuk tidak takut dengan kemajuan teknologi seperti AI saat ini. Teknologi ada untuk mempermudah. Pemerintah akan membantu dengan regulasi. #DaulatNusantara #PertahananIndonesia",1,1,1,1
"Teknologi AI dapat meningkatkan kemampuan pengumpulan dan analisis intelijen militer, membantu mengidentifikasi pola ancaman, dan memberikan informasi strategis bagi pengambilan keputusan dalam menjaga keamanan nasional. #PertahananIndonesia #DaulatNusantara",1,1,1,1
Teknologi AI ini bisa digunakan untuk pemantauan maritim untuk mengidentifikasikan aktivitas yang mencurigakan dan tentu ini membantu menjaga keamanan dan kedaulatan perairan Indonesia #PertahananIndonesia #DaulatNusantara,1,1,1,1
"Teknologi AI juga digunakan dalam pemantauan maritim untuk mengidentifikasi aktivitas mencurigakan, termasuk illegal fishing dan pergerakan kapal yang tidak diinginkan. Hal ini membantu menjaga keamanan dan kedaulatan perairan Indonesia. #PertahananIndonesia #DaulatNusantara",1,1,1,1
Pakar Ungkap Bahaya Teknologi AI: Dimanfaatkan Pelaku Kejahatan Seksual Anak https://t.co/2B9FVgth11,-1,-1,-1,-1
"jangan, dulu sempet rame kasus yg nyomot foto dari ig kampus cantik dibuat pemuas nafsu. apalagi skrg lg marak teknologi AI, ngeri ya adik adik. cantik ga perlu validasi dr ig kampus cantik.",-1,-1,-1,-1
"@tanyarlfes Yang buat ai aja bilang kalo dia menyesal telah menciptakan ai, sbnernya berguna klo digunakan oleh org yg tepat tpi klo digunakan sama org goblok gini jadi serem juga ni teknologi",-1,-1,-1,-1
"Salah satu dampak negatif AI hhh. Stress anjing, malah dipake yang aneh-aneh.",-1,-1,-1,-1
teknologi AI ni bahaya bgt anjir,-1,-1,-1,-1
"See? AI makin menjadi2 90% dampak negatif doang didapet, bayangin mahluk2 calon penghuni neraka dikasi power yg namanya AI",-1,-1,-1,-1
Teknologi AI lama2 lebih bahaya daripada nuklir.,-1,-1,-1,-1
"2/ Salah satu manfaat utama AI dalam pendidikan adalah personalisasi pembelajaran. Dengan menggunakan data dan algoritma cerdas, AI dapat menyediakan pengalaman belajar yang disesuaikan dengan kebutuhan dan preferensi individu, meningkatkan efisiensi dan efektivitas pembelajaran. https://t.co/pG86UIpY0R",1,1,1,1
AI diprediksi akan segera membantu pembelajaran dalam ruang kelas di sekolah dasar. #merahputihcom #AI #teknologi #sekolah https://t.co/kuUuSEcvuL,1,1,1,1
"Benar-benar Ngebantu, Lewat Teknologi AI Karyawan Bisa Betah Kerja di Perusahaan https://t.co/CjH3yvBwf0",1,1,1,1
AI membantu dalam pengembangan teknologi pengenalan tulisan tangan untuk perbaikan pengolahan dokumen. @SahabatPar4145,1,1,1,1
"Dengan adanya AI, proses produksi dapat diotomatiskan untuk meningkatkan efisiensi. @PemudaKary64681",1,1,1,1
teknologi AI nihh bener-bener bahaya sihh kalo diliat2 lagi,-1,-1,-1,-1
"Kemajuan teknologi yang seharusnya bisa ngebantu, justru bisa jadi pisau bermata dua. Salah satunya ya AI ini. Foto/video yang sebenernya biasa aja, sopan. Bisa dijadiin tak senonoh oleh mereka yang tak bertanggung jawab. Ngeri emang.",-1,-1,-1,-1
"baru baca soal AI porn, ngeri banget yee modernisasi teknologi",-1,-1,-1,-1
"Teknologi Ai ngeri memang, banyak hal bisa di rekayasa pake Deepfake",-1,-1,-1,-1
AI porn serem bgt jujur kenapa ada teknologi ai deh,-1,-1,-1,-1
"ini serem banget sih, dengan teknologi yang SUDAH ada bayangin aja bisa bikin footage cctv pake deepfake terus suaranya juga pakai AI (dari yang tersebar luas di sosial media sih suara2 artis udah bisa ditiru pakai AI)) cuman belum ada aja yang bikin.. atau sudah ada?ðŸ’€",-1,-1,-1,-1
"Dunia pemrograman semakin berkembang berkat hadirnya teknologi AI. Dengan bantuan AI tools ini, programmer akan menjadi lebih mudah dalam menulis kode dalam berbagai bahasa pemrograman Berikut beberapa AI Tools yang dapat membantu programmer dalam menulis bahasa pemrograman https://t.co/zz3MMqEbad",1,1,1,1
"Udah gila emang jaman sekarang. Teknologi yg makin canggih disalahgunakan, orang orang yg jahat makin seneng karena niat jahatnya makin mudah disalurkan. Untung udh jarang upload foto atau pake pp yg close up wajah. Segampang itu ternyata manipulasi pake AI",-1,-1,-1,-1
"nah kan, ai ini sifatnya kek fitnah dajjal. ngeri banget teknologi 1 ini.. awal awal ada ai udh khawatir karna apapun bs dimanipulasi pake ai ini. naudzubillah min dzalik",-1,-1,-1,-1
takut bgt sama AI even itu teknologi bagus tp klo dibuat kejahatan kaya revenge porn kan serem bgt,-1,-1,-1,-1
Akhirnya org2 pada mulai sadar Sedih bgt sampe kaya gini dulu baru orang2 sadar seberapa besar dampak buruk AI di tangan setan2,-1,-1,-1,-1
sumpahh yaa teknologi AI nih bahaya bgt,-1,-1,-1,-1
"@shanikardashian Ngeri... Mulai sekarang harus agak nutupin muka klo mau pap, kemajuan teknologi AI harusnya bisa positif malah jadi negatif sama orangÂ² tolol",-1,-1,-1,-1
Kalau sekarang media pembelajaran harus sesuai dg perkembangan teknologi terutama chat GPT AI utk mengubah proses pembelajaran yg efektif membantu siswa berpikir kritis,1,1,1,1
"serem banget teknologi AI ini, langsung hapus2 foto mukaku di twitter barusan ðŸ˜©",-1,-1,-1,-1
serius teknologi AI ini sebenarnya bahaya banget ðŸ¥¹,-1,-1,-1,-1
Teknologi AI bener2 bahaya bgt,-1,-1,-1,-1
DEMI ALLAH GUE BENCI BANGET SAMA TEKNOLOGI YANG NAMANYA AI,-1,-1,-1,-1
"@rhinedothir @pdiihperjuangan @itsindahg BETUL, cuma sayangnya skrang teknologi lebih maju udh ada AI jadi sangat seram. kasian untuk aku ataupun cewe cewe diluar sana dengan adanya teknologi begini, jadi tambah takut sama cowo",-1,-1,-1,-1
"Programmer dapat memanfaatkan teknologi AI untuk membantu dalam tugas seperti pembangkitan kode, analisis kode.",1,1,1,1
"emang teknologi AI ini makin kesini makin serem, soalnya banyak disalahgunakan sama orang-orang tolol. kasian banget korbannya",-1,-1,-1,-1
"Dengan teknologi AI jaman sekarang yg udah canggih banget, sungguh bahaya ya nyebar foto/video sembarangan di dunia maya, rawan disalahgunakan",-1,-1,-1,-1
"Makin ngga bisa diem memang teknologi masa kini ðŸ˜® Jadi sekarang tuh kalau dipikir-pikir, yang mahal itu IDE nya, karena untuk cara mewujudkannya, AI sudah banyak membantu sedemikian rupa.",1,1,1,1
MAU SUNGKEM DULU SAMA ORANG YANG BIKIN AI INI SKSKSK SANGAT MEMPERMUDAH GUA MENCARI IDE ðŸ˜­ðŸ™ðŸ»,1,1,1,1
"@dgipul @matchavioletaa Aku mikir, teknologi makin ngeri,, org bisa niru suara suara di google pake AI, buat org yg ga teliti dan kritis bisa kenakk",-1,-1,-1,-1
"@Marvfess menurut gw teknologi Ai boleh digunain buat konsep aja, eksekusi tetep manual semua. Hanya untuk membantu kehidupan bukan mengganti job orang sepenuhnya",1,1,1,1
AI makin meresahkan woilah. Beneran harus beradaptasi dengan teknologi ini mah.,-1,-1,-1,-1
@vluffyi Ginilah salah satu dampak negatif kemajuan teknologi di bidang AI. Gampang di salah gunain sama orang. ðŸ˜”,-1,-1,-1,-1
"Dipikir2 ngeri bgt sekarang teknologi AI, gue jadi takut buat upload foto sendiri ðŸ¥¹ðŸ¥¹ Tadi di tl lewat ada sebuah akun yg suka ngedit2 foto org pake AI,diedit jadi foto syur. ðŸ˜­ðŸ˜­ðŸ˜­ Ngeri banget gila AI ini fitnah yg lumayan dahsyat:')",-1,-1,-1,-1
